Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish,Has_Garage,Garage_Type_Encoded
61,2010,60,RL,60.0,17433,Pave,355000,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,172,PConc,Ex,23,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,TA,1998.0,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,Attchd,Fin,1,1
62,2010,20,RL,59.0,10593,Pave,260400,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,3,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,56,PConc,Gd,240,No,GLQ,919.0,Unf,0.0,801.0,1720.0,GasA,Ex,TA,1996.0,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,Fin,1,1
63,2010,60,RL,98.0,12256,Pave,325000,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,4,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,32,PConc,Ex,186,Av,GLQ,1032.0,Unf,0.0,431.0,1463.0,GasA,Ex,TA,1994.0,1500,1122,0,2622,1.0,0.0,2,1,3,1,Gd,9,Typ,Attchd,RFn,1,1
64,2010,60,RL,92.0,11764,Pave,290000,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,4,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,57,PConc,Gd,132,No,GLQ,524.0,Unf,0.0,628.0,1152.0,GasA,Ex,Gd,1999.0,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,Fin,1,1
65,2010,60,RL,58.0,16770,Pave,221000,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,6,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,81,PConc,Gd,0,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,,1998.0,1195,644,0,1839,0.0,0.0,2,1,4,1,TA,7,Typ,Attchd,Fin,1,1
66,2010,50,RL,56.0,14720,Pave,410000,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,3,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,86,PConc,Gd,283,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Ex,1996.0,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,Fin,1,1
67,2010,20,RL,73.0,8987,Pave,221500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,5,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,0,PConc,Gd,144,,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,Ex,Gd,2005.0,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,Attchd,RFn,1,1
68,2010,20,FV,92.0,9215,Pave,204500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,136,PConc,Gd,0,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,,2009.0,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,Attchd,RFn,1,1
69,2010,60,FV,72.0,8640,Pave,215200,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,45,PConc,Gd,169,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,,2009.0,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,Unf,1,1
70,2010,20,FV,75.0,9000,Pave,262500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,168,PConc,Gd,144,Av,GLQ,1078.0,Unf,0.0,488.0,1566.0,GasA,Ex,,2008.0,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
71,2010,60,FV,100.0,12552,Pave,254900,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,136,PConc,Gd,0,No,GLQ,222.0,Unf,0.0,769.0,991.0,GasA,Ex,Gd,2004.0,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
72,2010,20,FV,84.0,10440,Pave,271500,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,102,PConc,Ex,0,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,GasA,Ex,Gd,2005.0,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,Attchd,Fin,1,1
73,2010,60,RL,76.0,10142,Pave,233000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,45,PConc,Gd,0,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,,2004.0,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,8,Typ,BuiltIn,RFn,1,3
74,2010,60,RL,70.0,11920,Pave,181000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,68,PConc,Gd,144,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,,2004.0,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
75,2010,60,RL,,8880,Pave,205000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,130,PConc,Gd,0,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Fa,1994.0,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
76,2010,120,RL,50.0,8012,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,80,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,TA,1980.0,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,Attchd,RFn,1,1
77,2010,60,RL,70.0,11218,Pave,189000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,104,PConc,Gd,635,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,TA,1992.0,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
78,2010,120,RL,55.0,7892,Pave,99500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,28,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,TA,TA,1979.0,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,Attchd,Unf,1,1
79,2010,120,RL,50.0,7175,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,2,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,353,No,ALQ,623.0,LwQ,121.0,0.0,744.0,GasA,TA,,1984.0,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,Attchd,Unf,1,1
80,2010,60,RL,,9453,Pave,194500,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,2,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,70,PConc,Gd,370,No,BLQ,402.0,Unf,0.0,594.0,996.0,GasA,Ex,,1993.0,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
81,2010,20,RL,81.0,9672,Pave,152000,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,5,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,,0.0,TA,0,PConc,Gd,0,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,,1986.0,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,Attchd,Unf,1,1
82,2010,60,RL,70.0,8400,Pave,171000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,50,CBlock,Gd,0,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,TA,1980.0,888,676,0,1564,0.0,0.0,2,1,3,1,TA,7,Typ,Attchd,Unf,1,1
83,2010,30,RH,70.0,9800,Pave,67500,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,4,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,BrkTil,TA,121,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,,1920.0,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,Detchd,Unf,1,5
84,2010,90,RM,68.0,8930,Pave,112000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,4,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,Slab,,0,,,0.0,,0.0,0.0,0.0,GasA,TA,,1978.0,1318,584,0,1902,0.0,0.0,2,0,4,2,TA,8,Typ,Attchd,Unf,1,1
85,2010,85,RL,88.0,11782,Pave,148000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,192,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,,1987.0,1155,0,0,1155,1.0,0.0,1,0,3,1,Gd,6,Min2,Detchd,Unf,1,5
86,2010,20,RL,65.0,8450,Pave,138500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,4,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,144,CBlock,TA,416,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Gd,1973.0,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
87,2010,20,RL,,9819,Pave,122000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,2,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,0,CBlock,TA,0,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,,1970.0,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
88,2010,20,RL,75.0,7500,Pave,133000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,6,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,0,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,,1963.0,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,Attchd,Fin,1,1
89,2010,20,RL,,6897,Pave,127000,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,4,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,104,CBlock,TA,0,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,Ex,,1962.0,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,6,Typ,Detchd,Unf,1,5
90,2010,20,RL,39.0,15410,Pave,169000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,4,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,0,CBlock,TA,296,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,GasA,Ex,Fa,1974.0,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,Attchd,Fin,1,1
91,2010,60,RL,107.0,10186,Pave,190000,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,39,PConc,Gd,240,No,GLQ,674.0,Unf,0.0,76.0,750.0,GasA,Ex,TA,1992.0,1061,862,0,1923,1.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
92,2010,60,RL,85.0,13143,Pave,362500,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,130,PConc,Gd,32,No,LwQ,250.0,GLQ,981.0,0.0,1231.0,GasA,Ex,TA,1993.0,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,RFn,1,1
93,2010,60,RL,88.0,11134,Pave,285000,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,30,PConc,Gd,198,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,GasA,Ex,TA,1992.0,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,Typ,Attchd,RFn,1,1
94,2010,120,FV,25.0,4835,Pave,260000,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,3,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,50,PConc,Ex,168,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,GasA,Ex,Gd,2004.0,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,Attchd,Fin,1,1
95,2010,160,FV,39.0,3515,Pave,190000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,111,PConc,Gd,0,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,,2004.0,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,Typ,Attchd,RFn,1,1
96,2010,160,FV,30.0,3215,Pave,155000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,172,PConc,Gd,0,Av,GLQ,280.0,Unf,0.0,320.0,600.0,GasA,Ex,,2004.0,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,Detchd,RFn,1,5
97,2010,160,FV,30.0,3182,Pave,151000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,172,PConc,Gd,0,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,,2004.0,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,Detchd,RFn,1,5
98,2010,160,FV,24.0,2544,Pave,149500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,2,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,172,PConc,Gd,0,No,GLQ,368.0,ALQ,42.0,190.0,600.0,GasA,Ex,,2004.0,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,Detchd,RFn,1,5
99,2010,160,FV,24.0,2544,Pave,152000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,5,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,166,PConc,Gd,0,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,,2005.0,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,Typ,Detchd,RFn,1,5
100,2010,20,FV,,4403,Pave,222000,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,144,PConc,Ex,0,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Gd,2009.0,1478,0,0,1478,1.0,0.0,2,1,2,1,Gd,7,Typ,Attchd,Fin,1,1
101,2010,160,FV,,2117,Pave,177500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,32,PConc,Gd,0,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,,2000.0,769,804,0,1573,0.0,0.0,2,1,3,1,Gd,5,Typ,Detchd,Unf,1,5
102,2010,160,FV,,2980,Pave,177000,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,Gd,32,PConc,Gd,0,No,GLQ,466.0,Unf,0.0,290.0,756.0,GasA,Ex,,2000.0,756,756,0,1512,1.0,0.0,2,1,2,1,Gd,5,Typ,Detchd,Unf,1,5
103,2010,160,FV,24.0,2572,Pave,155000,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,5,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,,0.0,Gd,44,PConc,Gd,0,No,ALQ,604.0,Unf,0.0,92.0,696.0,GasA,Ex,,1999.0,696,720,0,1416,1.0,0.0,2,1,3,1,Gd,6,Typ,Detchd,Unf,1,5
104,2010,160,FV,,2403,Pave,147110,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,6,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,50,PConc,Gd,0,No,GLQ,244.0,Unf,0.0,286.0,530.0,GasA,Ex,,2003.0,530,550,0,1080,0.0,0.0,2,1,2,1,Gd,4,Typ,Attchd,RFn,1,1
105,2010,20,FV,57.0,12853,Pave,267916,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,192,PConc,Ex,160,No,GLQ,1032.0,Unf,0.0,610.0,1642.0,GasA,Ex,Gd,2010.0,1418,0,0,1418,1.0,0.0,1,1,1,1,Gd,6,Typ,Attchd,RFn,1,1
106,2010,60,FV,68.0,7379,Pave,254000,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,184,PConc,Gd,280,No,GLQ,484.0,Unf,0.0,491.0,975.0,GasA,Ex,TA,2000.0,975,873,0,1848,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
107,2010,120,RL,30.0,4420,Pave,155000,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,6,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,42,CBlock,Gd,133,Gd,GLQ,728.0,Unf,0.0,0.0,728.0,GasA,TA,TA,1980.0,788,0,0,788,1.0,0.0,1,0,1,1,Gd,3,Typ,Detchd,Fin,1,5
108,2010,120,RL,40.0,3880,Pave,206000,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,1,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,,0.0,Gd,78,CBlock,Gd,223,Gd,GLQ,1052.0,Unf,0.0,174.0,1226.0,GasA,TA,TA,1978.0,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,Attchd,Fin,1,1
109,2010,60,RL,,13517,Pave,130500,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,3,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,44,CBlock,TA,0,No,GLQ,533.0,Unf,0.0,192.0,725.0,GasA,Ex,,1976.0,725,754,0,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,Attchd,RFn,1,1
110,2010,20,FV,80.0,8000,Pave,230000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,137,PConc,Gd,277,No,GLQ,833.0,Unf,0.0,659.0,1492.0,GasA,Ex,Gd,2002.0,1492,0,0,1492,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
111,2010,20,RL,,10456,Pave,218500,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,5,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,76,CBlock,TA,0,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,,1967.0,1829,0,0,1829,1.0,0.0,2,0,4,1,TA,8,Typ,Attchd,RFn,1,1
112,2010,60,RL,80.0,10791,Pave,243500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,32,PConc,Gd,224,Mn,GLQ,1137.0,Unf,0.0,143.0,1280.0,GasA,Ex,TA,1993.0,1280,1215,0,2495,1.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,Unf,1,1
113,2010,20,RL,,10603,Pave,205000,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,2,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,68,PConc,TA,168,Mn,ALQ,1200.0,Unf,0.0,410.0,1610.0,GasA,Gd,TA,1977.0,1610,0,0,1610,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
114,2010,50,RL,,18837,Pave,212500,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,4,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,69,PConc,Gd,0,Mn,ALQ,687.0,LwQ,46.0,491.0,1224.0,GasA,TA,TA,1978.0,1287,604,0,1891,0.0,1.0,3,0,3,1,TA,7,Typ,Attchd,RFn,1,1
115,2010,60,RL,80.0,10421,Pave,196500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,66,CBlock,Gd,228,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,TA,1988.0,980,734,0,1714,0.0,0.0,2,1,3,1,TA,7,Typ,Attchd,Unf,1,1
116,2010,20,RL,78.0,9360,Pave,197500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,TA,0,No,ALQ,982.0,Unf,0.0,179.0,1161.0,GasA,TA,TA,1972.0,1381,0,0,1381,1.0,0.0,1,1,3,1,Gd,5,Typ,Attchd,RFn,1,1
117,2010,60,RL,80.0,9600,Pave,171000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,6,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,78,CBlock,TA,0,No,ALQ,329.0,Unf,0.0,386.0,715.0,GasA,TA,,1971.0,930,715,0,1645,0.0,0.0,1,2,4,1,TA,7,Typ,Attchd,RFn,1,1
118,2010,20,RL,80.0,9600,Pave,142250,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,224,CBlock,TA,0,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,,1966.0,1232,0,0,1232,1.0,0.0,1,1,3,1,TA,6,Typ,Attchd,RFn,1,1
119,2010,20,RL,,9790,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,6,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,26,CBlock,TA,0,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Gd,1963.0,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,Attchd,Unf,1,1
120,2010,20,RL,77.0,9320,Pave,128950,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,TA,352,No,ALQ,569.0,Unf,0.0,381.0,950.0,GasA,Fa,,,1225,0,0,1225,1.0,0.0,1,1,3,1,TA,6,Typ,NoGarage,,0,6
121,2010,20,RL,90.0,9900,Pave,159000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,4,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,PConc,Gd,0,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,,1966.0,1209,0,0,1209,1.0,0.0,1,0,3,1,TA,6,Typ,Attchd,RFn,1,1
122,2010,20,RL,88.0,9680,Pave,178900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,40,CBlock,TA,0,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,,1967.0,1510,0,0,1510,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
123,2010,80,RL,,10600,Pave,136300,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,172,CBlock,TA,0,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,,1964.0,1131,644,0,1775,0.0,0.0,2,0,3,1,TA,8,Typ,Attchd,Unf,1,1
