Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish
68,2010,20,FV,92,9215,Pave,204500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,136,PConc,Gd,0,No,Unf,0,Unf,0,1218,1218,GasA,Ex,NA,2009,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,Attchd,RFn
69,2010,60,FV,72,8640,Pave,215200,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,45,PConc,Gd,169,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,NA,2009,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,Attchd,Unf
70,2010,20,FV,75,9000,Pave,262500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,168,PConc,Gd,144,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,NA,2008,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,Attchd,RFn
71,2010,60,FV,100,12552,Pave,254900,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,136,PConc,Gd,0,No,GLQ,222,Unf,0,769,991,GasA,Ex,Gd,2004,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
72,2010,20,FV,84,10440,Pave,271500,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,102,PConc,Ex,0,No,GLQ,1414,Unf,0,54,1468,GasA,Ex,Gd,2005,1468,0,0,1468,1,0,2,0,2,1,Gd,6,Typ,Attchd,Fin
73,2010,60,RL,76,10142,Pave,233000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,45,PConc,Gd,0,No,GLQ,656,Unf,0,300,956,GasA,Ex,NA,2004,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,BuiltIn,RFn
74,2010,60,RL,70,11920,Pave,181000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,Gd,68,PConc,Gd,144,Av,Unf,0,Unf,0,831,831,GasA,Ex,NA,2004,831,828,0,1659,0,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
75,2010,60,RL,,8880,Pave,205000,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,130,PConc,Gd,0,No,GLQ,695,Unf,0,253,948,GasA,Ex,Fa,1994,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
76,2010,120,RL,50,8012,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,Gd,80,No,BLQ,543,BLQ,119,261,923,GasA,TA,TA,1980,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,Attchd,RFn
77,2010,60,RL,70,11218,Pave,189000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,104,PConc,Gd,635,No,Unf,0,Unf,0,1055,1055,GasA,Ex,TA,1992,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
78,2010,120,RL,55,7892,Pave,99500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,Gd,28,No,Unf,0,Unf,0,918,918,GasA,TA,TA,1979,918,0,0,918,0,0,2,0,2,1,TA,5,Typ,Attchd,Unf
79,2010,120,RL,50,7175,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,2,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,Gd,353,No,ALQ,623,LwQ,121,0,744,GasA,TA,NA,1984,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,Attchd,Unf
80,2010,60,RL,,9453,Pave,194500,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,2,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,70,PConc,Gd,370,No,BLQ,402,Unf,0,594,996,GasA,Ex,NA,1993,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
81,2010,20,RL,81,9672,Pave,152000,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,5,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0,TA,0,PConc,Gd,0,No,GLQ,338,Unf,0,702,1040,GasA,TA,NA,1986,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,Attchd,Unf
82,2010,60,RL,70,8400,Pave,171000,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,TA,50,CBlock,Gd,0,No,Unf,0,Unf,0,650,650,GasA,TA,TA,1980,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,Attchd,Unf
83,2010,30,RH,70,9800,Pave,67500,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,4,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,BrkTil,TA,121,No,Unf,0,Unf,0,816,816,GasA,TA,NA,1920,1012,0,0,1012,0,0,1,0,2,1,TA,5,Typ,Detchd,Unf
84,2010,90,RM,68,8930,Pave,112000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,4,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,Slab,NA,0,NA,NA,0,NA,0,0,0,GasA,TA,NA,1978,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,Attchd,Unf
85,2010,85,RL,88,11782,Pave,148000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,192,Av,ALQ,899,Unf,0,210,1109,GasA,TA,NA,1987,1155,0,0,1155,1,0,1,0,3,1,Gd,6,Min2,Detchd,Unf
86,2010,20,RL,65,8450,Pave,138500,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,4,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0,TA,144,CBlock,TA,416,No,GLQ,553,BLQ,117,224,894,GasA,Ex,Gd,1973,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
87,2010,20,RL,,9819,Pave,122000,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,2,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,TA,0,CBlock,TA,0,No,BLQ,450,Unf,0,432,882,GasA,TA,NA,1970,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,Detchd,Unf
88,2010,20,RL,75,7500,Pave,133000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,6,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,No,ALQ,824,Unf,0,216,1040,GasA,Fa,NA,1963,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,Attchd,Fin
89,2010,20,RL,,6897,Pave,127000,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,4,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0,TA,104,CBlock,TA,0,No,ALQ,659,Unf,0,381,1040,GasA,Ex,NA,1962,1040,0,0,1040,1,0,1,1,3,1,TA,6,Typ,Detchd,Unf
90,2010,20,RL,39,15410,Pave,169000,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,4,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250,TA,0,CBlock,TA,296,Gd,BLQ,126,GLQ,859,223,1208,GasA,Ex,Fa,1974,1494,0,0,1494,1,0,2,0,3,1,TA,7,Typ,Attchd,Fin
91,2010,60,RL,107,10186,Pave,190000,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,39,PConc,Gd,240,No,GLQ,674,Unf,0,76,750,GasA,Ex,TA,1992,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
92,2010,60,RL,85,13143,Pave,362500,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504,Gd,130,PConc,Gd,32,No,LwQ,250,GLQ,981,0,1231,GasA,Ex,TA,1993,1251,1098,0,2349,1,0,2,1,4,1,Gd,9,Typ,Attchd,RFn
93,2010,60,RL,88,11134,Pave,285000,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,6,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,Gd,30,PConc,Gd,198,No,GLQ,1129,Unf,0,261,1390,GasA,Ex,TA,1992,1402,823,0,2225,1,0,2,1,4,1,Gd,7,Typ,Attchd,RFn
94,2010,120,FV,25,4835,Pave,260000,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,3,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,50,PConc,Ex,168,Av,GLQ,1298,Unf,0,190,1488,GasA,Ex,Gd,2004,1488,0,0,1488,1,0,2,0,2,1,Gd,6,Typ,Attchd,Fin
95,2010,160,FV,39,3515,Pave,190000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,111,PConc,Gd,0,No,Unf,0,Unf,0,840,840,GasA,Ex,NA,2004,840,840,0,1680,0,0,2,1,2,1,Gd,3,Typ,Attchd,RFn
96,2010,160,FV,30,3215,Pave,155000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,172,PConc,Gd,0,Av,GLQ,280,Unf,0,320,600,GasA,Ex,NA,2004,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
97,2010,160,FV,30,3182,Pave,151000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,172,PConc,Gd,0,No,Unf,0,Unf,0,600,600,GasA,Ex,NA,2004,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
98,2010,160,FV,24,2544,Pave,149500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,2,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,172,PConc,Gd,0,No,GLQ,368,ALQ,42,190,600,GasA,Ex,NA,2004,600,600,0,1200,1,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
99,2010,160,FV,24,2544,Pave,152000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,5,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Gd,166,PConc,Gd,0,No,GLQ,376,Unf,0,224,600,GasA,Ex,NA,2005,600,636,0,1236,1,0,2,1,2,1,Gd,4,Typ,Detchd,RFn
100,2010,20,FV,,4403,Pave,222000,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432,Ex,144,PConc,Ex,0,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Gd,2009,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,Attchd,Fin
101,2010,160,FV,,2117,Pave,177500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,6,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,Gd,32,PConc,Gd,0,No,GLQ,378,Unf,0,378,756,GasA,Ex,NA,2000,769,804,0,1573,0,0,2,1,3,1,Gd,5,Typ,Detchd,Unf
102,2010,160,FV,,2980,Pave,177000,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,5,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159,Gd,32,PConc,Gd,0,No,GLQ,466,Unf,0,290,756,GasA,Ex,NA,2000,756,756,0,1512,1,0,2,1,2,1,Gd,5,Typ,Detchd,Unf
103,2010,160,FV,24,2572,Pave,155000,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,5,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0,Gd,44,PConc,Gd,0,No,ALQ,604,Unf,0,92,696,GasA,Ex,NA,1999,696,720,0,1416,1,0,2,1,3,1,Gd,6,Typ,Detchd,Unf
104,2010,160,FV,,2403,Pave,147110,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,6,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,50,PConc,Gd,0,No,GLQ,244,Unf,0,286,530,GasA,Ex,NA,2003,530,550,0,1080,0,0,2,1,2,1,Gd,4,Typ,Attchd,RFn
105,2010,20,FV,57,12853,Pave,267916,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,192,PConc,Ex,160,No,GLQ,1032,Unf,0,610,1642,GasA,Ex,Gd,2010,1418,0,0,1418,1,0,1,1,1,1,Gd,6,Typ,Attchd,RFn
106,2010,60,FV,68,7379,Pave,254000,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,184,PConc,Gd,280,No,GLQ,484,Unf,0,491,975,GasA,Ex,TA,2000,975,873,0,1848,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
107,2010,120,RL,30,4420,Pave,155000,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,6,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,42,CBlock,Gd,133,Gd,GLQ,728,Unf,0,0,728,GasA,TA,TA,1980,788,0,0,788,1,0,1,0,1,1,Gd,3,Typ,Detchd,Fin
108,2010,120,RL,40,3880,Pave,206000,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,1,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0,Gd,78,CBlock,Gd,223,Gd,GLQ,1052,Unf,0,174,1226,GasA,TA,TA,1978,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,Attchd,Fin
109,2010,60,RL,,13517,Pave,130500,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,3,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289,Gd,44,CBlock,TA,0,No,GLQ,533,Unf,0,192,725,GasA,Ex,NA,1976,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
110,2010,20,FV,80,8000,Pave,230000,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,4,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,137,PConc,Gd,277,No,GLQ,833,Unf,0,659,1492,GasA,Ex,Gd,2002,1492,0,0,1492,1,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
111,2010,20,RL,,10456,Pave,218500,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,5,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120,TA,76,CBlock,TA,0,No,GLQ,506,Unf,0,1323,1829,GasA,Gd,NA,1967,1829,0,0,1829,1,0,2,0,4,1,TA,8,Typ,Attchd,RFn
112,2010,60,RL,80,10791,Pave,243500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,TA,32,PConc,Gd,224,Mn,GLQ,1137,Unf,0,143,1280,GasA,Ex,TA,1993,1280,1215,0,2495,1,0,2,1,4,1,Gd,9,Typ,Attchd,Unf
113,2010,20,RL,,10603,Pave,205000,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,2,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,TA,68,PConc,TA,168,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,TA,1977,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
114,2010,50,RL,,18837,Pave,212500,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,4,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,None,0,TA,69,PConc,Gd,0,Mn,ALQ,687,LwQ,46,491,1224,GasA,TA,TA,1978,1287,604,0,1891,0,1,3,0,3,1,TA,7,Typ,Attchd,RFn
115,2010,60,RL,80,10421,Pave,196500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,66,CBlock,Gd,228,No,GLQ,394,Unf,0,586,980,GasA,TA,TA,1988,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,Attchd,Unf
116,2010,20,RL,78,9360,Pave,197500,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,3,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,TA,0,No,ALQ,982,Unf,0,179,1161,GasA,TA,TA,1972,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,Attchd,RFn
117,2010,60,RL,80,9600,Pave,171000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,6,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,TA,78,CBlock,TA,0,No,ALQ,329,Unf,0,386,715,GasA,TA,NA,1971,930,715,0,1645,0,0,1,2,4,1,TA,7,Typ,Attchd,RFn
118,2010,20,RL,80,9600,Pave,142250,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172,TA,224,CBlock,TA,0,No,Rec,698,Unf,0,534,1232,GasA,TA,NA,1966,1232,0,0,1232,1,0,1,1,3,1,TA,6,Typ,Attchd,RFn
119,2010,20,RL,,9790,Pave,143000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,6,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451,TA,26,CBlock,TA,0,No,ALQ,569,Rec,81,678,1328,GasA,TA,Gd,1963,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,Attchd,Unf
120,2010,20,RL,77,9320,Pave,128950,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,TA,352,No,ALQ,569,Unf,0,381,950,GasA,Fa,NA,,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,NA,NA
121,2010,20,RL,90,9900,Pave,159000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,4,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,TA,0,PConc,Gd,0,No,BLQ,1059,Unf,0,150,1209,GasA,Gd,NA,1966,1209,0,0,1209,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
122,2010,20,RL,88,9680,Pave,178900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,TA,40,CBlock,TA,0,No,BLQ,1010,Unf,0,500,1510,GasA,Ex,NA,1967,1510,0,0,1510,1,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
123,2010,80,RL,,10600,Pave,136300,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,5,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,172,CBlock,TA,0,No,Unf,0,Unf,0,533,533,GasA,TA,NA,1964,1131,644,0,1775,0,0,2,0,3,1,TA,8,Typ,Attchd,Unf
124,2010,80,RL,,14112,Pave,180500,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,4,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86,TA,0,PConc,TA,227,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Gd,1964,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
125,2010,85,RL,80,8800,Pave,137500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,5,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156,TA,0,PConc,TA,120,Gd,GLQ,763,Unf,0,173,936,GasA,Ex,NA,1963,1054,0,0,1054,1,0,1,0,3,1,Gd,6,Typ,Attchd,RFn
126,2010,90,RL,98,13260,Pave,84900,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,TA,0,CBlock,TA,0,No,BLQ,1500,Unf,0,228,1728,GasA,TA,NA,,1728,0,0,1728,2,0,2,0,6,2,TA,10,Typ,NA,NA
127,2010,20,RL,68,9717,Pave,142125,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,4,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,TA,366,Mn,GLQ,49,Rec,1029,0,1078,GasA,Gd,NA,1950,1078,0,0,1078,1,0,1,0,2,1,Gd,5,Typ,Attchd,Unf
128,2010,50,RL,68,9724,Pave,197600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265,Gd,0,CBlock,TA,0,No,LwQ,670,Unf,0,470,1140,GasA,Gd,Gd,1994,1929,532,0,2461,0,0,2,0,3,1,TA,7,Min2,Detchd,Unf
129,2010,50,RL,120,17360,Pave,172500,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,1,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,TA,0,CBlock,TA,0,No,Rec,300,Unf,0,482,782,GasA,TA,Gd,1949,1019,537,0,1556,0,0,2,0,3,1,TA,6,Typ,Attchd,Unf
130,2010,20,RL,50,7207,Pave,116500,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,2,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,0,CBlock,TA,117,Gd,BLQ,696,Unf,0,162,858,GasA,Gd,NA,,858,0,0,858,1,0,1,0,2,1,TA,4,Typ,NA,NA
131,2010,30,RL,55,5350,Pave,76500,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,0,CBlock,TA,263,No,Unf,0,Unf,0,728,728,GasA,Ex,NA,,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,NA,NA
132,2010,20,RL,80,9920,Pave,128000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,2,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110,TA,0,CBlock,TA,0,No,Rec,354,LwQ,290,412,1056,GasA,TA,NA,1954,1063,0,0,1063,1,0,1,0,3,1,TA,6,Typ,Attchd,RFn
133,2010,80,RL,80,9600,Pave,153000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164,TA,0,CBlock,TA,0,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,Gd,1955,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,Basment,RFn
134,2010,20,RL,78,7800,Pave,132000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,3,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,98,PConc,TA,0,No,LwQ,540,Unf,0,728,1268,GasA,Gd,Gd,1954,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,Attchd,Fin
135,2010,85,RL,75,11380,Pave,178000,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216,TA,0,CBlock,TA,238,Gd,GLQ,944,Unf,0,136,1080,GasA,Gd,Gd,1966,1128,0,0,1128,1,0,1,0,2,1,Gd,5,Typ,Attchd,Unf
136,2010,90,RL,80,11600,Pave,154300,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361,TA,0,CBlock,TA,0,No,Rec,443,Unf,0,662,1105,GasA,TA,NA,1960,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,Detchd,Unf
137,2010,20,RL,,19900,Pave,180000,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,7,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,TA,0,CBlock,Gd,301,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Gd,1970,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,Attchd,RFn
